Timestamp;;Energy;;Volume;;HourCounter;;TempForward;;TempReturn;;Power;;Flow;;;;;;ForwardedUsage;;ReturnedUsage;;;;;;ColumnX;;
27-02-2020 23.58;;70589;MWh;1635882;M3;12620;h;91,6;c;55,8;c;39,7;kW;966;l/h;0;;0;;166,43;MWh;95841;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.47;;22147;MWh;673049;M3;12596;h;84,7;c;50,6;c;2,5;kW;63;l/h;0;;0;;61832;MWh;39684;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.58;;4354;MWh;92711;M3;12596;h;80,5;c;42,8;c;1;kW;22;l/h;0;;0;;7969;MWh;3614;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.55;;8085;MWh;155528;M3;12596;h;84,8;c;27,1;c;2,1;kW;31;l/h;0;;0;;14411;MWh;6326;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.58;;8357;MWh;175618;M3;12597;h;82;c;32,6;c;1,4;kW;25;l/h;0;;0;;15583;MWh;7225;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;2509;MWh;63902;M3;12596;h;72,6;c;43,6;c;0;kW;0;l/h;0;;0;;5636;MWh;3127;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.53;;6956;MWh;182583;M3;12596;h;80,1;c;43,3;c;1,1;kW;27;l/h;0;;0;;15503;MWh;8546;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.58;;25254;MWh;467923;M3;12597;h;89,6;c;45,9;c;3,6;kW;72;l/h;0;;0;;45885;MWh;20631;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.57;;18902;MWh;428176;M3;12596;h;72;c;31,7;c;3,3;kW;70;l/h;0;;0;;34,86;MWh;15957;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;27673;MWh;593656;M3;12596;h;84,8;c;35,5;c;4;kW;71;l/h;0;;0;;55861;MWh;28188;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.49;;11301;MWh;204092;M3;12596;h;84,6;c;32,4;c;1,4;kW;23;l/h;0;;0;;19276;MWh;7974;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 22.20;;6,99;MWh;161463;M3;12594;h;80,4;c;39,3;c;0,4;kW;8;l/h;0;;0;;14285;MWh;7294;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;3503;MWh;63232;M3;12596;h;76,6;c;33;c;0;kW;0;l/h;0;;0;;5692;MWh;2189;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.51;;17345;MWh;309,38;M3;12596;h;86,8;c;31,3;c;2,1;kW;33;l/h;0;;0;;29787;MWh;12442;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.57;;4416;MWh;100627;M3;12596;h;82,5;c;48,1;c;0,7;kW;17;l/h;0;;0;;9301;MWh;4885;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.37;;2,45;MWh;58497;M3;12596;h;65;c;50,6;c;0;kW;0;l/h;0;;0;;4439;MWh;1988;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;20218;MWh;519795;M3;12596;h;86,3;c;47,3;c;2,3;kW;52;l/h;0;;0;;48,07;MWh;28053;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;6,87;MWh;312;M3;12596;h;71;c;34,8;c;0,3;kW;6;l/h;0;;0;;24618;MWh;17747;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.58;;2766;MWh;70224;M3;12597;h;67,4;c;39,2;c;0,6;kW;18;l/h;0;;0;;5468;MWh;2701;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.58;;3372;MWh;80888;M3;12596;h;81,7;c;49,2;c;1,2;kW;32;l/h;0;;0;;6992;MWh;3,62;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.58;;4,24;MWh;103583;M3;12596;h;79,9;c;40,8;c;0,8;kW;18;l/h;0;;0;;8726;MWh;4486;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;14017;MWh;277633;M3;12597;h;88,1;c;38,1;c;1,7;kW;30;l/h;0;;0;;27,55;MWh;13533;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.58;;4653;MWh;85528;M3;12596;h;78,6;c;25,1;c;0,6;kW;9;l/h;0;;0;;7584;MWh;2,93;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.58;;5214;MWh;103563;M3;12596;h;82,4;c;29,2;c;0,4;kW;6;l/h;0;;0;;9298;MWh;4084;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.48;;10778;MWh;207685;M3;12597;h;86,1;c;31,3;c;1,4;kW;22;l/h;0;;0;;19429;MWh;8671;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.57;;4,28;MWh;105467;M3;12596;h;78,5;c;38;c;0,5;kW;11;l/h;0;;0;;8771;MWh;4491;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;4671;MWh;92127;M3;12596;h;82,3;c;28;c;0,4;kW;6;l/h;0;;0;;8279;MWh;3607;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.50;;7756;MWh;284,54;M3;12596;h;83,1;c;56,3;c;1;kW;33;l/h;0;;0;;23737;MWh;15,98;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;11935;MWh;195298;M3;12596;h;86,2;c;28,3;c;1,4;kW;21;l/h;0;;0;;18876;MWh;6941;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.58;;4898;MWh;129657;M3;12597;h;74,9;c;34,1;c;0,6;kW;12;l/h;0;;0;;10378;MWh;5479;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.55;;3887;MWh;120589;M3;12597;h;68,6;c;49,5;c;0,1;kW;5;l/h;0;;0;;11155;MWh;7268;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.58;;18,54;MWh;355962;M3;12596;h;85,2;c;30,8;c;2,1;kW;33;l/h;0;;0;;34607;MWh;16067;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.56;;5245;MWh;94206;M3;12597;h;65,6;c;40,2;c;0;kW;0;l/h;0;;0;;8707;MWh;3462;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.55;;5568;MWh;171521;M3;12596;h;84,3;c;58,5;c;0,3;kW;10;l/h;0;;0;;15133;MWh;9564;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.57;;20592;MWh;479608;M3;12597;h;85,7;c;45,9;c;2,2;kW;49;l/h;0;;0;;44995;MWh;24402;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.01;;7558;MWh;272207;M3;12597;h;77,3;c;37,4;c;1,1;kW;25;l/h;0;;0;;22044;MWh;14486;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.38;;20314;MWh;407726;M3;12597;h;83,3;c;40,7;c;3,2;kW;66;l/h;0;;0;;37,41;MWh;17095;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;4775;MWh;101266;M3;12598;h;82,7;c;45,9;c;0,8;kW;19;l/h;0;;0;;9041;MWh;4265;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.27;;8,66;MWh;144699;M3;12597;h;85,6;c;24,9;c;2,7;kW;38;l/h;0;;0;;13731;MWh;5071;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.58;;7255;MWh;154813;M3;12597;h;79,1;c;34,2;c;1,3;kW;26;l/h;0;;0;;13024;MWh;5769;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.15;;27,08;MWh;617989;M3;12597;h;83,8;c;30,3;c;13,1;kW;212;l/h;0;;0;;55,55;MWh;28469;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.58;;3735;MWh;78233;M3;12597;h;76,1;c;30,2;c;0,3;kW;6;l/h;0;;0;;6831;MWh;3096;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 22.05;;4697;MWh;110229;M3;12595;h;80,6;c;42,4;c;0,8;kW;19;l/h;0;;0;;9367;MWh;4669;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.43;;13839;MWh;238743;M3;12597;h;63,2;c;36,8;c;0;kW;1;l/h;0;;0;;22587;MWh;8747;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.09;;18104;MWh;444771;M3;12597;h;81,9;c;29,6;c;1;kW;17;l/h;0;;0;;41698;MWh;23594;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.42;;9303;MWh;217751;M3;12598;h;83,3;c;29,1;c;5,1;kW;82;l/h;0;;0;;20155;MWh;10852;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;4552;MWh;104998;M3;12597;h;80,2;c;41,7;c;0,6;kW;13;l/h;0;;0;;9517;MWh;4965;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.56;;4581;MWh;116592;M3;12598;h;76,3;c;37,8;c;0,4;kW;10;l/h;0;;0;;9982;MWh;5401;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.56;;4406;MWh;96434;M3;12598;h;81,4;c;30,1;c;1,2;kW;21;l/h;0;;0;;8511;MWh;4105;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.16;;15269;MWh;280858;M3;12596;h;88;c;40,9;c;4;kW;74;l/h;0;;0;;27287;MWh;12017;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.57;;13053;MWh;828529;M3;12598;h;84,9;c;51,6;c;1,2;kW;32;l/h;0;;0;;75,72;MWh;62666;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;15232;MWh;274294;M3;12598;h;83,5;c;26,4;c;2;kW;30;l/h;0;;0;;26202;MWh;10,97;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;10971;MWh;225192;M3;12597;h;84,8;c;39;c;1,7;kW;32;l/h;0;;0;;20479;MWh;9507;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.58;;6548;MWh;145793;M3;12598;h;83,5;c;28,2;c;1,1;kW;18;l/h;0;;0;;12903;MWh;6354;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.57;;4269;MWh;112765;M3;12598;h;80,2;c;50,4;c;0,6;kW;18;l/h;0;;0;;9894;MWh;5625;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;5943;MWh;144657;M3;12598;h;80,4;c;48,9;c;1,9;kW;53;l/h;0;;0;;12254;MWh;6,31;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.55;;2,58;MWh;91007;M3;12597;h;78,7;c;26,2;c;1,5;kW;24;l/h;0;;0;;6496;MWh;3916;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.58;;4656;MWh;109331;M3;12597;h;74,3;c;50,3;c;0;kW;0;l/h;0;;0;;9923;MWh;5267;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;10639;MWh;264048;M3;12598;h;86,8;c;60,1;c;1,1;kW;35;l/h;0;;0;;25,57;MWh;14931;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.35;;13581;MWh;259,36;M3;12598;h;83,5;c;29,7;c;1,5;kW;24;l/h;0;;0;;24316;MWh;10734;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.48;;7189;MWh;129396;M3;12597;h;76,8;c;31,6;c;0,3;kW;5;l/h;0;;0;;11,92;MWh;4,73;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.58;;14278;MWh;341,7;M3;12598;h;85,6;c;62,3;c;2,9;kW;110;l/h;0;;0;;31053;MWh;16774;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.58;;17614;MWh;437645;M3;12597;h;81,6;c;45;c;1,9;kW;45;l/h;0;;0;;39766;MWh;22151;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.58;;19504;MWh;510644;M3;12598;h;81,5;c;39,3;c;2,4;kW;49;l/h;0;;0;;44879;MWh;25375;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;8,19;MWh;188,31;M3;12597;h;78,7;c;46;c;0,7;kW;20;l/h;0;;0;;16998;MWh;8807;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.57;;7,04;MWh;132503;M3;12598;h;84,9;c;35,8;c;1,6;kW;28;l/h;0;;0;;11843;MWh;4803;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.58;;3517;MWh;58645;M3;12598;h;77,3;c;25,5;c;0,4;kW;7;l/h;0;;0;;5377;MWh;1859;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.58;;12847;MWh;324647;M3;12597;h;83,6;c;27,6;c;2,4;kW;37;l/h;0;;0;;28204;MWh;15364;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.57;;5567;MWh;226936;M3;12598;h;67,4;c;25,6;c;0;kW;0;l/h;0;;0;;21106;MWh;15538;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;5464;MWh;126096;M3;12597;h;79,4;c;37,9;c;0,8;kW;16;l/h;0;;0;;10671;MWh;5207;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.50;;11,45;MWh;243,99;M3;12598;h;83,6;c;37,7;c;1,7;kW;33;l/h;0;;0;;21891;MWh;10,44;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;15699;MWh;280906;M3;12598;h;83,6;c;32,2;c;1;kW;16;l/h;0;;0;;25449;MWh;9,75;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;8649;MWh;199749;M3;12598;h;83,2;c;47,5;c;1,1;kW;27;l/h;0;;0;;17995;MWh;9346;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.57;;3325;MWh;107835;M3;12598;h;84,7;c;71,5;c;0,4;kW;28;l/h;0;;0;;8504;MWh;5178;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;4531;MWh;95138;M3;12598;h;81,4;c;33;c;0,5;kW;9;l/h;0;;0;;8534;MWh;4003;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.26;;9808;MWh;337254;M3;12597;h;86,7;c;30;c;3,5;kW;54;l/h;0;;0;;32384;MWh;22576;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;7127;MWh;178691;M3;12598;h;79,6;c;45,3;c;0,6;kW;16;l/h;0;;0;;15421;MWh;8293;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.44;;8268;MWh;167332;M3;12597;h;84;c;28,8;c;1,5;kW;24;l/h;0;;0;;14878;MWh;6609;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.56;;18995;MWh;320701;M3;12597;h;86,7;c;30,1;c;2,9;kW;45;l/h;0;;0;;30,99;MWh;11995;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.22;;4415;MWh;107,54;M3;12598;h;76,4;c;35,3;c;0,7;kW;14;l/h;0;;0;;8537;MWh;4121;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.58;;26935;MWh;566252;M3;12597;h;84,8;c;53;c;1,3;kW;35;l/h;0;;0;;52487;MWh;25552;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;5741;MWh;110806;M3;12598;h;80,4;c;29,9;c;1,2;kW;20;l/h;0;;0;;9772;MWh;4031;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.58;;1081;MWh;58374;M3;12598;h;46,5;c;28,3;c;0;kW;0;l/h;0;;0;;5474;MWh;4392;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;11795;MWh;216225;M3;12597;h;84,7;c;31,6;c;1,7;kW;27;l/h;0;;0;;20697;MWh;8901;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;24422;MWh;525813;M3;12597;h;85,4;c;45;c;3,3;kW;71;l/h;0;;0;;49857;MWh;25462;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.57;;13735;MWh;242901;M3;12597;h;83,4;c;36,7;c;1;kW;19;l/h;0;;0;;23024;MWh;9288;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 20.34;;12,68;MWh;493182;M3;12595;h;79,2;c;56,1;c;2,8;kW;104;l/h;0;;0;;40131;MWh;27451;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.57;;16965;MWh;290254;M3;12597;h;88,2;c;28,9;c;2,5;kW;36;l/h;0;;0;;28395;MWh;11429;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;11581;MWh;196759;M3;12597;h;81,5;c;39,6;c;0,4;kW;8;l/h;0;;0;;18996;MWh;7415;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;25,91;MWh;761036;M3;12597;h;86,5;c;58,2;c;2,9;kW;90;l/h;0;;0;;70,22;MWh;44,31;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;15196;MWh;297213;M3;12598;h;83;c;30,9;c;1,9;kW;32;l/h;0;;0;;26941;MWh;11744;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.56;;2519;MWh;77467;M3;12597;h;59,2;c;41,5;c;0,1;kW;3;l/h;0;;0;;5889;MWh;3369;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;25299;MWh;634847;M3;12597;h;77,1;c;38,2;c;2,7;kW;60;l/h;0;;0;;54211;MWh;28912;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.56;;6108;MWh;166403;M3;12597;h;77,7;c;37,4;c;1,2;kW;26;l/h;0;;0;;13997;MWh;7888;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.56;;4773;MWh;132948;M3;12597;h;73,5;c;33,1;c;0,7;kW;15;l/h;0;;0;;10902;MWh;6129;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.56;;5,22;MWh;149551;M3;12598;h;67,7;c;33,9;c;0,3;kW;7;l/h;0;;0;;12103;MWh;6883;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.58;;3697;MWh;108931;M3;12597;h;65,3;c;30,6;c;0,2;kW;5;l/h;0;;0;;9136;MWh;5438;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.52;;3709;MWh;334379;M3;12597;h;75,6;c;26,8;c;0,2;kW;4;l/h;0;;0;;34,53;MWh;30821;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.58;;6898;MWh;149742;M3;12597;h;82,8;c;45,6;c;1,9;kW;45;l/h;0;;0;;13329;MWh;6,43;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;1344;MWh;33461;M3;12597;h;76,9;c;31,1;c;0,4;kW;7;l/h;0;;0;;2,67;MWh;1325;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.51;;21,92;MWh;565489;M3;12597;h;85,4;c;40,8;c;2,6;kW;50;l/h;0;;0;;52864;MWh;30943;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;14425;MWh;278082;M3;12585;h;87,5;c;49,2;c;3,1;kW;69;l/h;0;;0;;26,46;MWh;12034;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.56;;14835;MWh;238039;M3;12585;h;85,3;c;29,8;c;1,7;kW;27;l/h;0;;0;;23289;MWh;8479;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.58;;13362;MWh;259072;M3;12585;h;82,1;c;31;c;1,4;kW;23;l/h;0;;0;;23904;MWh;10541;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.49;;15144;MWh;255948;M3;12584;h;87,6;c;31,8;c;1,2;kW;19;l/h;0;;0;;25623;MWh;10479;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.49;;40515;MWh;1232109;M3;12585;h;82;c;47,2;c;5,9;kW;147;l/h;0;;0;;107,57;MWh;67054;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.57;;7391;MWh;160213;M3;12584;h;78,7;c;47,6;c;1,1;kW;30;l/h;0;;0;;14118;MWh;6727;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.01;;30194;MWh;2475619;M3;12583;h;80,7;c;66,3;c;4,1;kW;247;l/h;0;;0;;207428;MWh;177212;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;4283;MWh;83801;M3;12586;h;80,5;c;35,3;c;0,4;kW;8;l/h;0;;0;;8;MWh;3717;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;13165;MWh;398,81;M3;12584;h;85,4;c;55,1;c;1,7;kW;49;l/h;0;;0;;37379;MWh;24213;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;9609;MWh;226,41;M3;12586;h;82,7;c;47,5;c;1,1;kW;27;l/h;0;;0;;20713;MWh;11103;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.55;;15546;MWh;297411;M3;12585;h;83,6;c;35,6;c;2;kW;36;l/h;0;;0;;28244;MWh;12698;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.56;;9,49;MWh;209381;M3;12586;h;80,7;c;37,9;c;0,9;kW;18;l/h;0;;0;;19261;MWh;9,77;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;8291;MWh;154376;M3;12585;h;84,2;c;27,9;c;0,5;kW;8;l/h;0;;0;;14468;MWh;6176;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;7378;MWh;139,56;M3;12586;h;82,2;c;26;c;2,2;kW;34;l/h;0;;0;;12939;MWh;5,56;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.58;;16847;MWh;335718;M3;12585;h;78,7;c;31;c;1,8;kW;32;l/h;0;;0;;29697;MWh;12,85;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.41;;1339;MWh;81299;M3;12586;h;64,6;c;41,3;c;0,2;kW;6;l/h;0;;0;;5713;MWh;4373;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.58;;18982;MWh;379855;M3;12585;h;81,2;c;43,2;c;1;kW;23;l/h;0;;0;;34691;MWh;15708;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.58;;10,35;MWh;230685;M3;12586;h;76,5;c;31,9;c;1,1;kW;21;l/h;0;;0;;19,64;MWh;9,29;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;9306;MWh;209699;M3;12585;h;88,3;c;44,9;c;5,7;kW;113;l/h;0;;0;;20096;MWh;10,79;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.56;;11596;MWh;219752;M3;12586;h;87,4;c;26,7;c;5,3;kW;76;l/h;0;;0;;21133;MWh;9537;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.46;;7297;MWh;129304;M3;12585;h;82;c;32;c;0,6;kW;11;l/h;0;;0;;11966;MWh;4669;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.58;;11602;MWh;213762;M3;12586;h;86,5;c;44,1;c;1,6;kW;32;l/h;0;;0;;20505;MWh;8902;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.55;;9472;MWh;213587;M3;12586;h;78,6;c;41,1;c;0,8;kW;18;l/h;0;;0;;19099;MWh;9627;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;10571;MWh;182822;M3;12585;h;84,6;c;37,5;c;0,7;kW;13;l/h;0;;0;;17775;MWh;7204;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.58;;13371;MWh;315215;M3;12585;h;80,6;c;38,8;c;0,9;kW;18;l/h;0;;0;;29,2;MWh;15828;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;11525;MWh;203122;M3;12586;h;84;c;27,7;c;2;kW;30;l/h;0;;0;;18976;MWh;7,45;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;6126;MWh;141825;M3;12585;h;78,2;c;43,3;c;0,1;kW;3;l/h;0;;0;;12582;MWh;6455;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;2502;MWh;67403;M3;12585;h;71,4;c;27,5;c;1;kW;20;l/h;0;;0;;4964;MWh;2461;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.52;;11759;MWh;211879;M3;12585;h;83,5;c;25,9;c;1,7;kW;25;l/h;0;;0;;19703;MWh;7944;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;1467;MWh;99077;M3;12585;h;62;c;46,8;c;0,1;kW;4;l/h;0;;0;;6884;MWh;5416;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.56;;2125;MWh;56384;M3;12586;h;65,8;c;28,9;c;0,2;kW;5;l/h;0;;0;;4,18;MWh;2054;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.58;;4847;MWh;148475;M3;12586;h;78,6;c;45,5;c;1;kW;27;l/h;0;;0;;12221;MWh;7373;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;49001;MWh;2381824;M3;12586;h;78;c;49,8;c;5,9;kW;183;l/h;0;;0;;196597;MWh;147596;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.58;;9342;MWh;168442;M3;12586;h;85,5;c;38,1;c;1;kW;18;l/h;0;;0;;15935;MWh;6593;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.55;;10503;MWh;188372;M3;12585;h;85,6;c;40,6;c;0,9;kW;18;l/h;0;;0;;17398;MWh;6895;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 20.13;;41731;MWh;1415345;M3;12581;h;80,1;c;49,2;c;4,8;kW;135;l/h;0;;0;;122,97;MWh;81239;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.36;;12343;MWh;209017;M3;12585;h;89,1;c;25,4;c;5,2;kW;71;l/h;0;;0;;20,56;MWh;8222;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.55;;10364;MWh;177959;M3;12585;h;84,1;c;35,1;c;0,7;kW;12;l/h;0;;0;;16805;MWh;6,44;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.53;;38846;MWh;745168;M3;12586;h;87,5;c;48,7;c;3,7;kW;83;l/h;0;;0;;73871;MWh;35024;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.58;;5796;MWh;105796;M3;12585;h;84,2;c;25,4;c;1,2;kW;18;l/h;0;;0;;9645;MWh;3848;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;19507;MWh;555627;M3;12589;h;82,8;c;46,1;c;2,9;kW;68;l/h;0;;0;;50976;MWh;31468;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.55;;6018;MWh;147,73;M3;12585;h;74,6;c;31,3;c;0,6;kW;13;l/h;0;;0;;12186;MWh;6167;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;7554;MWh;152708;M3;12589;h;81,5;c;28,4;c;1,1;kW;18;l/h;0;;0;;13569;MWh;6015;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.56;;9522;MWh;278338;M3;12585;h;72,5;c;39;c;1;kW;27;l/h;0;;0;;21843;MWh;12,32;MWh;0;;0;;0;d;IZAR Plus Portal
